filename_a,filename_b,winner
20150522_yellen_The_Outlook_for_the_Economy.txt,20160826_yellen_The_Federal_Reserves_Monetary_Policy_Toolkit_Past_Present_an.txt,20150522_yellen_The_Outlook_for_the_Economy.txt
20150710_yellen_Recent_Developments_and_the_Outlook_for_the_Economy.txt,20140822_yellen_Labor_Market_Dynamics_and_Monetary_Policy.txt,20150710_yellen_Recent_Developments_and_the_Outlook_for_the_Economy.txt
20140702_yellen_Monetary_Policy_and_Financial_Stability.txt,20170119_yellen_The_Economic_Outlook_and_the_Conduct_of_Monetary_Policy.txt,
20140331_yellen_What_the_Federal_Reserve_Is_Doing_to_Promote_a_Stronger_Job_.txt,20151202_yellen_The_Economic_Outlook_and_Monetary_Policy.txt,20151202_yellen_The_Economic_Outlook_and_Monetary_Policy.txt
20170303_yellen_From_Adding_Accommodation_to_Scaling_It_Back.txt,20140416_yellen_Monetary_Policy_and_the_Economic_Recovery.txt,20170303_yellen_From_Adding_Accommodation_to_Scaling_It_Back.txt
20140331_yellen_What_the_Federal_Reserve_Is_Doing_to_Promote_a_Stronger_Job_.txt,20160329_yellen_The_Outlook_Uncertainty_and_Monetary_Policy.txt,20160329_yellen_The_Outlook_Uncertainty_and_Monetary_Policy.txt
20171020_yellen_A_Challenging_Decade_and_a_Question_for_the_Future.txt,20141107_yellen_Remarks_at_the_Panel_Discussion_on_Shaping_the_Future_of_the.txt,20171020_yellen_A_Challenging_Decade_and_a_Question_for_the_Future.txt
20160329_yellen_The_Outlook_Uncertainty_and_Monetary_Policy.txt,20170926_yellen_Inflation_Uncertainty_and_Monetary_Policy.txt,
20170825_yellen_Financial_Stability_a_Decade_after_the_Onset_of_the_Crisis.txt,20160826_yellen_The_Federal_Reserves_Monetary_Policy_Toolkit_Past_Present_an.txt,
20160606_yellen_Current_Conditions_and_the_Outlook_for_the_US_Economy.txt,20170303_yellen_From_Adding_Accommodation_to_Scaling_It_Back.txt,20170303_yellen_From_Adding_Accommodation_to_Scaling_It_Back.txt
20151202_yellen_The_Economic_Outlook_and_Monetary_Policy.txt,20140416_yellen_Monetary_Policy_and_the_Economic_Recovery.txt,20151202_yellen_The_Economic_Outlook_and_Monetary_Policy.txt
20140416_yellen_Monetary_Policy_and_the_Economic_Recovery.txt,20170825_yellen_Financial_Stability_a_Decade_after_the_Onset_of_the_Crisis.txt,
20170303_yellen_From_Adding_Accommodation_to_Scaling_It_Back.txt,20161014_yellen_Macroeconomic_Research_After_the_Crisis.txt,
20170825_yellen_Financial_Stability_a_Decade_after_the_Onset_of_the_Crisis.txt,20141107_yellen_Remarks_at_the_Panel_Discussion_on_Shaping_the_Future_of_the.txt,20141107_yellen_Remarks_at_the_Panel_Discussion_on_Shaping_the_Future_of_the.txt
20151202_yellen_The_Economic_Outlook_and_Monetary_Policy.txt,20140702_yellen_Monetary_Policy_and_Financial_Stability.txt,20151202_yellen_The_Economic_Outlook_and_Monetary_Policy.txt
20171020_yellen_A_Challenging_Decade_and_a_Question_for_the_Future.txt,20140515_yellen_Small_Businesses_and_the_Recovery.txt,20171020_yellen_A_Challenging_Decade_and_a_Question_for_the_Future.txt
20170926_yellen_Inflation_Uncertainty_and_Monetary_Policy.txt,20161014_yellen_Macroeconomic_Research_After_the_Crisis.txt,20170926_yellen_Inflation_Uncertainty_and_Monetary_Policy.txt
20141107_yellen_Remarks_at_the_Panel_Discussion_on_Shaping_the_Future_of_the.txt,20160826_yellen_The_Federal_Reserves_Monetary_Policy_Toolkit_Past_Present_an.txt,20141107_yellen_Remarks_at_the_Panel_Discussion_on_Shaping_the_Future_of_the.txt
20150710_yellen_Recent_Developments_and_the_Outlook_for_the_Economy.txt,20161014_yellen_Macroeconomic_Research_After_the_Crisis.txt,20150710_yellen_Recent_Developments_and_the_Outlook_for_the_Economy.txt
20170926_yellen_Inflation_Uncertainty_and_Monetary_Policy.txt,20150710_yellen_Recent_Developments_and_the_Outlook_for_the_Economy.txt,
20140822_yellen_Labor_Market_Dynamics_and_Monetary_Policy.txt,20150522_yellen_The_Outlook_for_the_Economy.txt,20150522_yellen_The_Outlook_for_the_Economy.txt
20140822_yellen_Labor_Market_Dynamics_and_Monetary_Policy.txt,20140416_yellen_Monetary_Policy_and_the_Economic_Recovery.txt,20140822_yellen_Labor_Market_Dynamics_and_Monetary_Policy.txt
20151202_yellen_The_Economic_Outlook_and_Monetary_Policy.txt,20140822_yellen_Labor_Market_Dynamics_and_Monetary_Policy.txt,20151202_yellen_The_Economic_Outlook_and_Monetary_Policy.txt
20140416_yellen_Monetary_Policy_and_the_Economic_Recovery.txt,20140702_yellen_Monetary_Policy_and_Financial_Stability.txt,20140702_yellen_Monetary_Policy_and_Financial_Stability.txt
20150924_yellen_Inflation_Dynamics_and_Monetary_Policy.txt,20140331_yellen_What_the_Federal_Reserve_Is_Doing_to_Promote_a_Stronger_Job_.txt,
20140416_yellen_Monetary_Policy_and_the_Economic_Recovery.txt,20140331_yellen_What_the_Federal_Reserve_Is_Doing_to_Promote_a_Stronger_Job_.txt,20140416_yellen_Monetary_Policy_and_the_Economic_Recovery.txt
20151202_yellen_The_Economic_Outlook_and_Monetary_Policy.txt,20170119_yellen_The_Economic_Outlook_and_the_Conduct_of_Monetary_Policy.txt,20170119_yellen_The_Economic_Outlook_and_the_Conduct_of_Monetary_Policy.txt
20150924_yellen_Inflation_Dynamics_and_Monetary_Policy.txt,20140416_yellen_Monetary_Policy_and_the_Economic_Recovery.txt,
20160606_yellen_Current_Conditions_and_the_Outlook_for_the_US_Economy.txt,20150710_yellen_Recent_Developments_and_the_Outlook_for_the_Economy.txt,20160606_yellen_Current_Conditions_and_the_Outlook_for_the_US_Economy.txt
20150327_yellen_Normalizing_Monetary_Policy_Prospects_and_Perspectives.txt,20170118_yellen_The_Goals_of_Monetary_Policy_and_How_We_Pursue_Them.txt,20150327_yellen_Normalizing_Monetary_Policy_Prospects_and_Perspectives.txt
20161014_yellen_Macroeconomic_Research_After_the_Crisis.txt,20140822_yellen_Labor_Market_Dynamics_and_Monetary_Policy.txt,
20151202_yellen_The_Economic_Outlook_and_Monetary_Policy.txt,20170118_yellen_The_Goals_of_Monetary_Policy_and_How_We_Pursue_Them.txt,20170118_yellen_The_Goals_of_Monetary_Policy_and_How_We_Pursue_Them.txt
20170303_yellen_From_Adding_Accommodation_to_Scaling_It_Back.txt,20170118_yellen_The_Goals_of_Monetary_Policy_and_How_We_Pursue_Them.txt,20170303_yellen_From_Adding_Accommodation_to_Scaling_It_Back.txt
20150327_yellen_Normalizing_Monetary_Policy_Prospects_and_Perspectives.txt,20140416_yellen_Monetary_Policy_and_the_Economic_Recovery.txt,
20161014_yellen_Macroeconomic_Research_After_the_Crisis.txt,20150924_yellen_Inflation_Dynamics_and_Monetary_Policy.txt,20150924_yellen_Inflation_Dynamics_and_Monetary_Policy.txt
20160329_yellen_The_Outlook_Uncertainty_and_Monetary_Policy.txt,20170119_yellen_The_Economic_Outlook_and_the_Conduct_of_Monetary_Policy.txt,
20160329_yellen_The_Outlook_Uncertainty_and_Monetary_Policy.txt,20141107_yellen_Remarks_at_the_Panel_Discussion_on_Shaping_the_Future_of_the.txt,20160329_yellen_The_Outlook_Uncertainty_and_Monetary_Policy.txt
20140515_yellen_Small_Businesses_and_the_Recovery.txt,20160606_yellen_Current_Conditions_and_the_Outlook_for_the_US_Economy.txt,20160606_yellen_Current_Conditions_and_the_Outlook_for_the_US_Economy.txt
20150924_yellen_Inflation_Dynamics_and_Monetary_Policy.txt,20160606_yellen_Current_Conditions_and_the_Outlook_for_the_US_Economy.txt,20150924_yellen_Inflation_Dynamics_and_Monetary_Policy.txt
20161014_yellen_Macroeconomic_Research_After_the_Crisis.txt,20170118_yellen_The_Goals_of_Monetary_Policy_and_How_We_Pursue_Them.txt,20170118_yellen_The_Goals_of_Monetary_Policy_and_How_We_Pursue_Them.txt
20171020_yellen_A_Challenging_Decade_and_a_Question_for_the_Future.txt,20160826_yellen_The_Federal_Reserves_Monetary_Policy_Toolkit_Past_Present_an.txt,20171020_yellen_A_Challenging_Decade_and_a_Question_for_the_Future.txt
20160329_yellen_The_Outlook_Uncertainty_and_Monetary_Policy.txt,20140515_yellen_Small_Businesses_and_the_Recovery.txt,20160329_yellen_The_Outlook_Uncertainty_and_Monetary_Policy.txt
20150710_yellen_Recent_Developments_and_the_Outlook_for_the_Economy.txt,20150327_yellen_Normalizing_Monetary_Policy_Prospects_and_Perspectives.txt,20150710_yellen_Recent_Developments_and_the_Outlook_for_the_Economy.txt
20160826_yellen_The_Federal_Reserves_Monetary_Policy_Toolkit_Past_Present_an.txt,20140702_yellen_Monetary_Policy_and_Financial_Stability.txt,20160826_yellen_The_Federal_Reserves_Monetary_Policy_Toolkit_Past_Present_an.txt
20140416_yellen_Monetary_Policy_and_the_Economic_Recovery.txt,20160606_yellen_Current_Conditions_and_the_Outlook_for_the_US_Economy.txt,20160606_yellen_Current_Conditions_and_the_Outlook_for_the_US_Economy.txt
20170303_yellen_From_Adding_Accommodation_to_Scaling_It_Back.txt,20170926_yellen_Inflation_Uncertainty_and_Monetary_Policy.txt,
20170119_yellen_The_Economic_Outlook_and_the_Conduct_of_Monetary_Policy.txt,20160826_yellen_The_Federal_Reserves_Monetary_Policy_Toolkit_Past_Present_an.txt,
20170303_yellen_From_Adding_Accommodation_to_Scaling_It_Back.txt,20171020_yellen_A_Challenging_Decade_and_a_Question_for_the_Future.txt,20170303_yellen_From_Adding_Accommodation_to_Scaling_It_Back.txt
20160606_yellen_Current_Conditions_and_the_Outlook_for_the_US_Economy.txt,20141107_yellen_Remarks_at_the_Panel_Discussion_on_Shaping_the_Future_of_the.txt,20160606_yellen_Current_Conditions_and_the_Outlook_for_the_US_Economy.txt
20170825_yellen_Financial_Stability_a_Decade_after_the_Onset_of_the_Crisis.txt,20150924_yellen_Inflation_Dynamics_and_Monetary_Policy.txt,20150924_yellen_Inflation_Dynamics_and_Monetary_Policy.txt
20161014_yellen_Macroeconomic_Research_After_the_Crisis.txt,20171015_yellen_The_US_Economy_and_Monetary_Policy.txt,20171015_yellen_The_US_Economy_and_Monetary_Policy.txt
20140822_yellen_Labor_Market_Dynamics_and_Monetary_Policy.txt,20170118_yellen_The_Goals_of_Monetary_Policy_and_How_We_Pursue_Them.txt,20170118_yellen_The_Goals_of_Monetary_Policy_and_How_We_Pursue_Them.txt
20170926_yellen_Inflation_Uncertainty_and_Monetary_Policy.txt,20160826_yellen_The_Federal_Reserves_Monetary_Policy_Toolkit_Past_Present_an.txt,20170926_yellen_Inflation_Uncertainty_and_Monetary_Policy.txt
20160606_yellen_Current_Conditions_and_the_Outlook_for_the_US_Economy.txt,20150327_yellen_Normalizing_Monetary_Policy_Prospects_and_Perspectives.txt,
20171020_yellen_A_Challenging_Decade_and_a_Question_for_the_Future.txt,20170825_yellen_Financial_Stability_a_Decade_after_the_Onset_of_the_Crisis.txt,
20151202_yellen_The_Economic_Outlook_and_Monetary_Policy.txt,20171015_yellen_The_US_Economy_and_Monetary_Policy.txt,20171015_yellen_The_US_Economy_and_Monetary_Policy.txt
20160606_yellen_Current_Conditions_and_the_Outlook_for_the_US_Economy.txt,20160329_yellen_The_Outlook_Uncertainty_and_Monetary_Policy.txt,20160606_yellen_Current_Conditions_and_the_Outlook_for_the_US_Economy.txt
20141107_yellen_Remarks_at_the_Panel_Discussion_on_Shaping_the_Future_of_the.txt,20150710_yellen_Recent_Developments_and_the_Outlook_for_the_Economy.txt,20141107_yellen_Remarks_at_the_Panel_Discussion_on_Shaping_the_Future_of_the.txt
20150327_yellen_Normalizing_Monetary_Policy_Prospects_and_Perspectives.txt,20140702_yellen_Monetary_Policy_and_Financial_Stability.txt,20150327_yellen_Normalizing_Monetary_Policy_Prospects_and_Perspectives.txt
20141107_yellen_Remarks_at_the_Panel_Discussion_on_Shaping_the_Future_of_the.txt,20161014_yellen_Macroeconomic_Research_After_the_Crisis.txt,20141107_yellen_Remarks_at_the_Panel_Discussion_on_Shaping_the_Future_of_the.txt
20150327_yellen_Normalizing_Monetary_Policy_Prospects_and_Perspectives.txt,20141107_yellen_Remarks_at_the_Panel_Discussion_on_Shaping_the_Future_of_the.txt,20150327_yellen_Normalizing_Monetary_Policy_Prospects_and_Perspectives.txt
20161014_yellen_Macroeconomic_Research_After_the_Crisis.txt,20140331_yellen_What_the_Federal_Reserve_Is_Doing_to_Promote_a_Stronger_Job_.txt,20161014_yellen_Macroeconomic_Research_After_the_Crisis.txt
20140822_yellen_Labor_Market_Dynamics_and_Monetary_Policy.txt,20170825_yellen_Financial_Stability_a_Decade_after_the_Onset_of_the_Crisis.txt,20140822_yellen_Labor_Market_Dynamics_and_Monetary_Policy.txt
20170825_yellen_Financial_Stability_a_Decade_after_the_Onset_of_the_Crisis.txt,20150710_yellen_Recent_Developments_and_the_Outlook_for_the_Economy.txt,20170825_yellen_Financial_Stability_a_Decade_after_the_Onset_of_the_Crisis.txt
20150327_yellen_Normalizing_Monetary_Policy_Prospects_and_Perspectives.txt,20151202_yellen_The_Economic_Outlook_and_Monetary_Policy.txt,20151202_yellen_The_Economic_Outlook_and_Monetary_Policy.txt
20170118_yellen_The_Goals_of_Monetary_Policy_and_How_We_Pursue_Them.txt,20171015_yellen_The_US_Economy_and_Monetary_Policy.txt,20171015_yellen_The_US_Economy_and_Monetary_Policy.txt
20160329_yellen_The_Outlook_Uncertainty_and_Monetary_Policy.txt,20150924_yellen_Inflation_Dynamics_and_Monetary_Policy.txt,20150924_yellen_Inflation_Dynamics_and_Monetary_Policy.txt
20170303_yellen_From_Adding_Accommodation_to_Scaling_It_Back.txt,20170119_yellen_The_Economic_Outlook_and_the_Conduct_of_Monetary_Policy.txt,
20140515_yellen_Small_Businesses_and_the_Recovery.txt,20170119_yellen_The_Economic_Outlook_and_the_Conduct_of_Monetary_Policy.txt,20170119_yellen_The_Economic_Outlook_and_the_Conduct_of_Monetary_Policy.txt
20141107_yellen_Remarks_at_the_Panel_Discussion_on_Shaping_the_Future_of_the.txt,20140702_yellen_Monetary_Policy_and_Financial_Stability.txt,
20140822_yellen_Labor_Market_Dynamics_and_Monetary_Policy.txt,20150924_yellen_Inflation_Dynamics_and_Monetary_Policy.txt,20150924_yellen_Inflation_Dynamics_and_Monetary_Policy.txt
20150710_yellen_Recent_Developments_and_the_Outlook_for_the_Economy.txt,20171015_yellen_The_US_Economy_and_Monetary_Policy.txt,20171015_yellen_The_US_Economy_and_Monetary_Policy.txt
20140331_yellen_What_the_Federal_Reserve_Is_Doing_to_Promote_a_Stronger_Job_.txt,20150522_yellen_The_Outlook_for_the_Economy.txt,20150522_yellen_The_Outlook_for_the_Economy.txt
20170825_yellen_Financial_Stability_a_Decade_after_the_Onset_of_the_Crisis.txt,20140331_yellen_What_the_Federal_Reserve_Is_Doing_to_Promote_a_Stronger_Job_.txt,20170825_yellen_Financial_Stability_a_Decade_after_the_Onset_of_the_Crisis.txt
20170825_yellen_Financial_Stability_a_Decade_after_the_Onset_of_the_Crisis.txt,20161014_yellen_Macroeconomic_Research_After_the_Crisis.txt,20170825_yellen_Financial_Stability_a_Decade_after_the_Onset_of_the_Crisis.txt
20170118_yellen_The_Goals_of_Monetary_Policy_and_How_We_Pursue_Them.txt,20140702_yellen_Monetary_Policy_and_Financial_Stability.txt,20170118_yellen_The_Goals_of_Monetary_Policy_and_How_We_Pursue_Them.txt
20170303_yellen_From_Adding_Accommodation_to_Scaling_It_Back.txt,20171015_yellen_The_US_Economy_and_Monetary_Policy.txt,20171015_yellen_The_US_Economy_and_Monetary_Policy.txt
20151202_yellen_The_Economic_Outlook_and_Monetary_Policy.txt,20150522_yellen_The_Outlook_for_the_Economy.txt,20151202_yellen_The_Economic_Outlook_and_Monetary_Policy.txt
20160329_yellen_The_Outlook_Uncertainty_and_Monetary_Policy.txt,20170118_yellen_The_Goals_of_Monetary_Policy_and_How_We_Pursue_Them.txt,20170118_yellen_The_Goals_of_Monetary_Policy_and_How_We_Pursue_Them.txt
20160826_yellen_The_Federal_Reserves_Monetary_Policy_Toolkit_Past_Present_an.txt,20140331_yellen_What_the_Federal_Reserve_Is_Doing_to_Promote_a_Stronger_Job_.txt,20160826_yellen_The_Federal_Reserves_Monetary_Policy_Toolkit_Past_Present_an.txt
20170303_yellen_From_Adding_Accommodation_to_Scaling_It_Back.txt,20160826_yellen_The_Federal_Reserves_Monetary_Policy_Toolkit_Past_Present_an.txt,20170303_yellen_From_Adding_Accommodation_to_Scaling_It_Back.txt
20171020_yellen_A_Challenging_Decade_and_a_Question_for_the_Future.txt,20140331_yellen_What_the_Federal_Reserve_Is_Doing_to_Promote_a_Stronger_Job_.txt,20171020_yellen_A_Challenging_Decade_and_a_Question_for_the_Future.txt
20161014_yellen_Macroeconomic_Research_After_the_Crisis.txt,20140702_yellen_Monetary_Policy_and_Financial_Stability.txt,20161014_yellen_Macroeconomic_Research_After_the_Crisis.txt
20150522_yellen_The_Outlook_for_the_Economy.txt,20171020_yellen_A_Challenging_Decade_and_a_Question_for_the_Future.txt,20150522_yellen_The_Outlook_for_the_Economy.txt
20171015_yellen_The_US_Economy_and_Monetary_Policy.txt,20170119_yellen_The_Economic_Outlook_and_the_Conduct_of_Monetary_Policy.txt,20171015_yellen_The_US_Economy_and_Monetary_Policy.txt
20160606_yellen_Current_Conditions_and_the_Outlook_for_the_US_Economy.txt,20160826_yellen_The_Federal_Reserves_Monetary_Policy_Toolkit_Past_Present_an.txt,20160606_yellen_Current_Conditions_and_the_Outlook_for_the_US_Economy.txt
20171020_yellen_A_Challenging_Decade_and_a_Question_for_the_Future.txt,20160606_yellen_Current_Conditions_and_the_Outlook_for_the_US_Economy.txt,
20170303_yellen_From_Adding_Accommodation_to_Scaling_It_Back.txt,20150710_yellen_Recent_Developments_and_the_Outlook_for_the_Economy.txt,20170303_yellen_From_Adding_Accommodation_to_Scaling_It_Back.txt
20170118_yellen_The_Goals_of_Monetary_Policy_and_How_We_Pursue_Them.txt,20160826_yellen_The_Federal_Reserves_Monetary_Policy_Toolkit_Past_Present_an.txt,20170118_yellen_The_Goals_of_Monetary_Policy_and_How_We_Pursue_Them.txt
20171020_yellen_A_Challenging_Decade_and_a_Question_for_the_Future.txt,20140822_yellen_Labor_Market_Dynamics_and_Monetary_Policy.txt,
20141107_yellen_Remarks_at_the_Panel_Discussion_on_Shaping_the_Future_of_the.txt,20170303_yellen_From_Adding_Accommodation_to_Scaling_It_Back.txt,20170303_yellen_From_Adding_Accommodation_to_Scaling_It_Back.txt
20170825_yellen_Financial_Stability_a_Decade_after_the_Onset_of_the_Crisis.txt,20140515_yellen_Small_Businesses_and_the_Recovery.txt,20170825_yellen_Financial_Stability_a_Decade_after_the_Onset_of_the_Crisis.txt
20150522_yellen_The_Outlook_for_the_Economy.txt,20160329_yellen_The_Outlook_Uncertainty_and_Monetary_Policy.txt,20150522_yellen_The_Outlook_for_the_Economy.txt
20150924_yellen_Inflation_Dynamics_and_Monetary_Policy.txt,20160826_yellen_The_Federal_Reserves_Monetary_Policy_Toolkit_Past_Present_an.txt,20150924_yellen_Inflation_Dynamics_and_Monetary_Policy.txt
20150522_yellen_The_Outlook_for_the_Economy.txt,20160606_yellen_Current_Conditions_and_the_Outlook_for_the_US_Economy.txt,20160606_yellen_Current_Conditions_and_the_Outlook_for_the_US_Economy.txt
20160606_yellen_Current_Conditions_and_the_Outlook_for_the_US_Economy.txt,20171015_yellen_The_US_Economy_and_Monetary_Policy.txt,20171015_yellen_The_US_Economy_and_Monetary_Policy.txt
20140416_yellen_Monetary_Policy_and_the_Economic_Recovery.txt,20150710_yellen_Recent_Developments_and_the_Outlook_for_the_Economy.txt,20150710_yellen_Recent_Developments_and_the_Outlook_for_the_Economy.txt
20170119_yellen_The_Economic_Outlook_and_the_Conduct_of_Monetary_Policy.txt,20150710_yellen_Recent_Developments_and_the_Outlook_for_the_Economy.txt,20170119_yellen_The_Economic_Outlook_and_the_Conduct_of_Monetary_Policy.txt
20170119_yellen_The_Economic_Outlook_and_the_Conduct_of_Monetary_Policy.txt,20140331_yellen_What_the_Federal_Reserve_Is_Doing_to_Promote_a_Stronger_Job_.txt,20170119_yellen_The_Economic_Outlook_and_the_Conduct_of_Monetary_Policy.txt
20150924_yellen_Inflation_Dynamics_and_Monetary_Policy.txt,20150327_yellen_Normalizing_Monetary_Policy_Prospects_and_Perspectives.txt,20150924_yellen_Inflation_Dynamics_and_Monetary_Policy.txt
20150522_yellen_The_Outlook_for_the_Economy.txt,20150327_yellen_Normalizing_Monetary_Policy_Prospects_and_Perspectives.txt,20150522_yellen_The_Outlook_for_the_Economy.txt
20150710_yellen_Recent_Developments_and_the_Outlook_for_the_Economy.txt,20160329_yellen_The_Outlook_Uncertainty_and_Monetary_Policy.txt,20150710_yellen_Recent_Developments_and_the_Outlook_for_the_Economy.txt
20140515_yellen_Small_Businesses_and_the_Recovery.txt,20140416_yellen_Monetary_Policy_and_the_Economic_Recovery.txt,20140416_yellen_Monetary_Policy_and_the_Economic_Recovery.txt
20140515_yellen_Small_Businesses_and_the_Recovery.txt,20141107_yellen_Remarks_at_the_Panel_Discussion_on_Shaping_the_Future_of_the.txt,20141107_yellen_Remarks_at_the_Panel_Discussion_on_Shaping_the_Future_of_the.txt
20160606_yellen_Current_Conditions_and_the_Outlook_for_the_US_Economy.txt,20170119_yellen_The_Economic_Outlook_and_the_Conduct_of_Monetary_Policy.txt,20170119_yellen_The_Economic_Outlook_and_the_Conduct_of_Monetary_Policy.txt
20140331_yellen_What_the_Federal_Reserve_Is_Doing_to_Promote_a_Stronger_Job_.txt,20150327_yellen_Normalizing_Monetary_Policy_Prospects_and_Perspectives.txt,20150327_yellen_Normalizing_Monetary_Policy_Prospects_and_Perspectives.txt
20170118_yellen_The_Goals_of_Monetary_Policy_and_How_We_Pursue_Them.txt,20150924_yellen_Inflation_Dynamics_and_Monetary_Policy.txt,20170118_yellen_The_Goals_of_Monetary_Policy_and_How_We_Pursue_Them.txt
20141107_yellen_Remarks_at_the_Panel_Discussion_on_Shaping_the_Future_of_the.txt,20150522_yellen_The_Outlook_for_the_Economy.txt,20150522_yellen_The_Outlook_for_the_Economy.txt
20151202_yellen_The_Economic_Outlook_and_Monetary_Policy.txt,20170303_yellen_From_Adding_Accommodation_to_Scaling_It_Back.txt,20170303_yellen_From_Adding_Accommodation_to_Scaling_It_Back.txt
20150924_yellen_Inflation_Dynamics_and_Monetary_Policy.txt,20140702_yellen_Monetary_Policy_and_Financial_Stability.txt,20150924_yellen_Inflation_Dynamics_and_Monetary_Policy.txt
20140822_yellen_Labor_Market_Dynamics_and_Monetary_Policy.txt,20160329_yellen_The_Outlook_Uncertainty_and_Monetary_Policy.txt,
20140822_yellen_Labor_Market_Dynamics_and_Monetary_Policy.txt,20140515_yellen_Small_Businesses_and_the_Recovery.txt,20140822_yellen_Labor_Market_Dynamics_and_Monetary_Policy.txt
20150522_yellen_The_Outlook_for_the_Economy.txt,20140416_yellen_Monetary_Policy_and_the_Economic_Recovery.txt,20150522_yellen_The_Outlook_for_the_Economy.txt
20170119_yellen_The_Economic_Outlook_and_the_Conduct_of_Monetary_Policy.txt,20140416_yellen_Monetary_Policy_and_the_Economic_Recovery.txt,
20140822_yellen_Labor_Market_Dynamics_and_Monetary_Policy.txt,20170926_yellen_Inflation_Uncertainty_and_Monetary_Policy.txt,
20161014_yellen_Macroeconomic_Research_After_the_Crisis.txt,20140416_yellen_Monetary_Policy_and_the_Economic_Recovery.txt,
20150327_yellen_Normalizing_Monetary_Policy_Prospects_and_Perspectives.txt,20161014_yellen_Macroeconomic_Research_After_the_Crisis.txt,20150327_yellen_Normalizing_Monetary_Policy_Prospects_and_Perspectives.txt
20150710_yellen_Recent_Developments_and_the_Outlook_for_the_Economy.txt,20170118_yellen_The_Goals_of_Monetary_Policy_and_How_We_Pursue_Them.txt,20170118_yellen_The_Goals_of_Monetary_Policy_and_How_We_Pursue_Them.txt
