date,year,chair,chair_key,title,url,word_count,filename,fomc_day,filter_stage,filter_decision,filter_reason
2010-01-03,2010,Ben S. Bernanke,bernanke,Monetary Policy and the Housing Bubble,https://www.federalreserve.gov/newsevents/speech/bernanke20100103a.htm,7740,20100103_bernanke_Monetary_Policy_and_the_Housing_Bubble.txt,False,stage1,INCLUDE,title keyword: 'monetary policy'
2010-04-07,2010,Ben S. Bernanke,bernanke,"Economic Challenges: Past, Present, and Future",https://www.federalreserve.gov/newsevents/speech/20100407a.htm,4176,20100407_bernanke_Economic_Challenges_Past_Present_and_Future.txt,False,stage2,INCLUDE,"Discusses crisis, Fed policy response, economic outlook."
2010-04-08,2010,Ben S. Bernanke,bernanke,Economic Policy:  Lessons from History,https://www.federalreserve.gov/newsevents/speech/bernanke20100408a.htm,2197,20100408_bernanke_Economic_Policy_Lessons_from_History.txt,False,stage1,INCLUDE,title keyword: 'economic policy'
2010-04-27,2010,Ben S. Bernanke,bernanke,Achieving Fiscal Sustainability,https://www.federalreserve.gov/newsevents/speech/bernanke20100427a.htm,1412,20100427_bernanke_Achieving_Fiscal_Sustainability.txt,False,stage2,INCLUDE,Fiscal-monetary interactions affecting Fed policy space.
2010-05-25,2010,Ben S. Bernanke,bernanke,"Central Bank Independence, Transparency, and Accountability",https://www.federalreserve.gov/newsevents/speech/bernanke20100525a.htm,4584,20100525_bernanke_Central_Bank_Independence_Transparency_and_Accountability.txt,False,stage2,INCLUDE,"Central banking philosophy, independence, and monetary policy frameworks."
2010-05-30,2010,Ben S. Bernanke,bernanke,The Policy Response to the Crisis in Korea and Other Emerging Market Economies,https://www.federalreserve.gov/newsevents/speech/bernanke20100530a.htm,1595,20100530_bernanke_The_Policy_Response_to_the_Crisis_in_Korea_and_Other_Emergin.txt,False,stage2,INCLUDE,"Discusses crisis policy responses, swap lines, monetary tools."
2010-07-12,2010,Ben S. Bernanke,bernanke,Restoring the Flow of Credit to Small Businesses,https://www.federalreserve.gov/newsevents/speech/bernanke20100712a.htm,1966,20100712_bernanke_Restoring_the_Flow_of_Credit_to_Small_Businesses.txt,False,stage2,INCLUDE,Credit conditions and monetary transmission to small businesses.
2010-08-02,2010,Ben S. Bernanke,bernanke,Challenges for the Economy and State Governments,https://www.federalreserve.gov/newsevents/speech/bernanke20100802a.htm,3591,20100802_bernanke_Challenges_for_the_Economy_and_State_Governments.txt,False,stage1,INCLUDE,title keyword: 'the economy'
2010-08-27,2010,Ben S. Bernanke,bernanke,The Economic Outlook and Monetary Policy,https://www.federalreserve.gov/newsevents/speech/bernanke20100827a.htm,5241,20100827_bernanke_The_Economic_Outlook_and_Monetary_Policy.txt,False,stage1,INCLUDE,title keyword: 'monetary policy'
2010-09-24,2010,Ben S. Bernanke,bernanke,Implications of the Financial Crisis for Economics,https://www.federalreserve.gov/newsevents/speech/bernanke20100924a.htm,6608,20100924_bernanke_Implications_of_the_Financial_Crisis_for_Economics.txt,False,stage1,INCLUDE,title keyword: 'financial crisis'
2010-10-04,2010,Ben S. Bernanke,bernanke,Fiscal Sustainability and Fiscal Rules,https://www.federalreserve.gov/newsevents/speech/bernanke20101004a.htm,3783,20101004_bernanke_Fiscal_Sustainability_and_Fiscal_Rules.txt,False,stage2,INCLUDE,Fiscal-monetary interactions affecting Fed policy space.
2010-10-15,2010,Ben S. Bernanke,bernanke,Monetary Policy Objectives and Tools in a Low-Inflation Environment,https://www.federalreserve.gov/newsevents/speech/bernanke20101015a.htm,4602,20101015_bernanke_Monetary_Policy_Objectives_and_Tools_in_a_Low-Inflation_Envi.txt,False,stage1,INCLUDE,title keyword: 'monetary policy'
2010-11-19,2010,Ben S. Bernanke,bernanke,Emerging from the Crisis: Where Do We Stand?,https://www.federalreserve.gov/newsevents/speech/bernanke20101119b.htm,1573,20101119_bernanke_Emerging_from_the_Crisis_Where_Do_We_Stand.txt,False,stage2,INCLUDE,"Discusses crisis response, monetary policy tools, and outlook."
2010-11-19,2010,Ben S. Bernanke,bernanke,Rebalancing the Global Recovery,https://www.federalreserve.gov/newsevents/speech/bernanke20101119a.htm,4532,20101119_bernanke_Rebalancing_the_Global_Recovery.txt,False,stage2,INCLUDE,"Global recovery, policy coordination, monetary policy implications."
2011-02-03,2011,Ben S. Bernanke,bernanke,The Economic Outlook and Macroeconomic Policy,https://www.federalreserve.gov/newsevents/speech/bernanke20110203a.htm,2970,20110203_bernanke_The_Economic_Outlook_and_Macroeconomic_Policy.txt,False,stage1,INCLUDE,title keyword: 'economic outlook'
2011-02-18,2011,Ben S. Bernanke,bernanke,Global Imbalances: Links to Economic and Financial Stability,https://www.federalreserve.gov/newsevents/speech/bernanke20110218a.htm,2155,20110218_bernanke_Global_Imbalances_Links_to_Economic_and_Financial_Stability.txt,False,stage1,INCLUDE,title keyword: 'financial stability'
2011-04-04,2011,Ben S. Bernanke,bernanke,"Clearinghouses, Financial Stability, and Financial Reform",https://www.federalreserve.gov/newsevents/speech/bernanke20110404a.htm,3948,20110404_bernanke_Clearinghouses_Financial_Stability_and_Financial_Reform.txt,False,stage1,INCLUDE,title keyword: 'financial stability'
2011-06-07,2011,Ben S. Bernanke,bernanke,The U.S. Economic Outlook,https://www.federalreserve.gov/newsevents/speech/bernanke20110607a.htm,4429,20110607_bernanke_The_US_Economic_Outlook.txt,False,stage1,INCLUDE,title keyword: 'economic outlook'
2011-06-14,2011,Ben S. Bernanke,bernanke,Fiscal Sustainability,https://www.federalreserve.gov/newsevents/speech/bernanke20110614a.htm,2120,20110614_bernanke_Fiscal_Sustainability.txt,False,stage2,INCLUDE,Fiscal-monetary interactions affecting Fed's policy space.
2011-08-26,2011,Ben S. Bernanke,bernanke,The Near- and Longer-Term Prospects for the U.S. Economy,https://www.federalreserve.gov/newsevents/speech/bernanke20110826a.htm,3578,20110826_bernanke_The_Near-_and_Longer-Term_Prospects_for_the_US_Economy.txt,False,stage2,INCLUDE,Bernanke Jackson Hole speech on economic outlook and Fed response.
2011-09-08,2011,Ben S. Bernanke,bernanke,The U.S. Economic Outlook,https://www.federalreserve.gov/newsevents/speech/bernanke20110908a.htm,2754,20110908_bernanke_The_US_Economic_Outlook.txt,False,stage1,INCLUDE,title keyword: 'economic outlook'
2011-10-18,2011,Ben S. Bernanke,bernanke,The Effects of the Great Recession on Central Bank Doctrine and Practice,https://www.federalreserve.gov/newsevents/speech/bernanke20111018a.htm,4015,20111018_bernanke_The_Effects_of_the_Great_Recession_on_Central_Bank_Doctrine_.txt,False,stage2,INCLUDE,"Central bank doctrine, monetary policy frameworks post-crisis."
2011-11-10,2011,Ben S. Bernanke,bernanke,Town Hall Meeting Remarks,https://www.federalreserve.gov/newsevents/speech/bernanke20111110a.htm,2287,20111110_bernanke_Town_Hall_Meeting_Remarks.txt,False,stage2,INCLUDE,Discusses Fed efforts to strengthen economy and policy actions.
2012-02-10,2012,Ben S. Bernanke,bernanke,Housing Markets in Transition,https://www.federalreserve.gov/newsevents/speech/bernanke20110210a.htm,4430,20120210_bernanke_Housing_Markets_in_Transition.txt,False,stage2,INCLUDE,Discusses housing's role in monetary policy transmission and recovery.
2012-03-26,2012,Ben S. Bernanke,bernanke,Recent Developments in the Labor Market,https://www.federalreserve.gov/newsevents/speech/bernanke20120326a.htm,4892,20120326_bernanke_Recent_Developments_in_the_Labor_Market.txt,False,stage2,INCLUDE,Labor market analysis with monetary policy implications.
2012-04-09,2012,Ben S. Bernanke,bernanke,Fostering Financial Stability,https://www.federalreserve.gov/newsevents/speech/bernanke20120409a.htm,3706,20120409_bernanke_Fostering_Financial_Stability.txt,False,stage1,INCLUDE,title keyword: 'financial stability'
2012-04-13,2012,Ben S. Bernanke,bernanke,Some Reflections on the Crisis and the Policy Response,https://www.federalreserve.gov/newsevents/speech/bernanke20120413a.htm,4995,20120413_bernanke_Some_Reflections_on_the_Crisis_and_the_Policy_Response.txt,False,stage2,INCLUDE,Crisis analysis and Fed's lender-of-last-resort policy response.
2012-05-10,2012,Ben S. Bernanke,bernanke,Banks and Bank Lending: The State of Play,https://www.federalreserve.gov/newsevents/speech/bernanke20120510a.htm,3208,20120510_bernanke_Banks_and_Bank_Lending_The_State_of_Play.txt,False,stage2,INCLUDE,"Discusses bank lending, credit conditions, monetary transmission."
2012-08-31,2012,Ben S. Bernanke,bernanke,Monetary Policy since the Onset of the Crisis,https://www.federalreserve.gov/newsevents/speech/bernanke20120831a.htm,7339,20120831_bernanke_Monetary_Policy_since_the_Onset_of_the_Crisis.txt,False,stage1,INCLUDE,title keyword: 'monetary policy'
2012-10-01,2012,Ben S. Bernanke,bernanke,Five Questions about the Federal Reserve and Monetary Policy,https://www.federalreserve.gov/newsevents/speech/bernanke20121001a.htm,4393,20121001_bernanke_Five_Questions_about_the_Federal_Reserve_and_Monetary_Policy.txt,False,stage1,INCLUDE,title keyword: 'monetary policy'
2012-10-14,2012,Ben S. Bernanke,bernanke,U.S. Monetary Policy and International Implications,https://www.federalreserve.gov/newsevents/speech/bernanke20121014a.htm,1744,20121014_bernanke_US_Monetary_Policy_and_International_Implications.txt,False,stage1,INCLUDE,title keyword: 'monetary policy'
2012-11-15,2012,Ben S. Bernanke,bernanke,Challenges in Housing and Mortgage Markets,https://www.federalreserve.gov/newsevents/speech/bernanke20121115a.htm,3945,20121115_bernanke_Challenges_in_Housing_and_Mortgage_Markets.txt,False,stage2,INCLUDE,Housing sector's role in recovery and monetary policy transmission.
2012-11-20,2012,Ben S. Bernanke,bernanke,The Economic Recovery and Economic Policy,https://www.federalreserve.gov/newsevents/speech/bernanke20121120a.htm,4986,20121120_bernanke_The_Economic_Recovery_and_Economic_Policy.txt,False,stage1,INCLUDE,title keyword: 'economic policy'
2013-03-01,2013,Ben S. Bernanke,bernanke,Long-Term Interest Rates,https://www.federalreserve.gov/newsevents/speech/bernanke20130301a.htm,5425,20130301_bernanke_Long-Term_Interest_Rates.txt,False,stage1,INCLUDE,title keyword: 'interest rate'
2013-03-25,2013,Ben S. Bernanke,bernanke,Monetary Policy and the Global Economy,https://www.federalreserve.gov/newsevents/speech/bernanke20130325a.htm,2577,20130325_bernanke_Monetary_Policy_and_the_Global_Economy.txt,False,stage1,INCLUDE,title keyword: 'monetary policy'
2013-05-10,2013,Ben S. Bernanke,bernanke,Monitoring the Financial System,https://www.federalreserve.gov/newsevents/speech/bernanke20130510a.htm,4414,20130510_bernanke_Monitoring_the_Financial_System.txt,False,stage2,INCLUDE,Financial stability monitoring informs monetary policy decisions.
2013-07-10,2013,Ben S. Bernanke,bernanke,"A Century of U.S. Central Banking: Goals, Frameworks, Accountability",https://www.federalreserve.gov/newsevents/speech/bernanke20130710a.htm,7149,20130710_bernanke_A_Century_of_US_Central_Banking_Goals_Frameworks_Accountabil.txt,False,stage2,INCLUDE,"Historical Fed policy frameworks, goals, and lessons."
2013-10-14,2013,Ben S. Bernanke,bernanke,Celebrating 20 Years of the Bank of Mexico's Independence,https://www.federalreserve.gov/newsevents/speech/bernanke20131014a.htm,1376,20131014_bernanke_Celebrating_20_Years_of_the_Bank_of_Mexicos_Independence.txt,False,stage2,INCLUDE,"Discusses central bank independence, inflation targeting, countercyclical policy."
2013-11-08,2013,Ben S. Bernanke,bernanke,The Crisis as a Classic Financial Panic,https://www.federalreserve.gov/newsevents/speech/bernanke20131108a.htm,2526,20131108_bernanke_The_Crisis_as_a_Classic_Financial_Panic.txt,False,stage2,INCLUDE,"Discusses financial crises, Fed response, and policy lessons."
2013-11-19,2013,Ben S. Bernanke,bernanke,Communication and Monetary Policy,https://www.federalreserve.gov/newsevents/speech/bernanke20131119a.htm,6346,20131119_bernanke_Communication_and_Monetary_Policy.txt,False,stage1,INCLUDE,title keyword: 'monetary policy'
2013-12-16,2013,Ben S. Bernanke,bernanke,Opening Remarks,https://www.federalreserve.gov/newsevents/speech/bernanke20131216a.htm,1309,20131216_bernanke_Opening_Remarks.txt,False,stage2,INCLUDE,"Discusses crisis response, unconventional monetary tools, central banking framework."
2014-01-03,2014,Ben S. Bernanke,bernanke,"The Federal Reserve:  Looking Back, Looking Forward",https://www.federalreserve.gov/newsevents/speech/bernanke20140103a.htm,7365,20140103_bernanke_The_Federal_Reserve_Looking_Back_Looking_Forward.txt,False,stage2,INCLUDE,"Bernanke reflects on monetary policy, transparency, and economic outlook."
